"event_ID","text","date","Year","type_of_event","non_royal_ties","tailored_entities"
152220,"Prince d'Arenberg . Prince Murat , the Duke of Devonshire , Marquis de Ganay , the Earl of Rosebery , Vicomte d'Harcourt , the Viscount Downe , the Lord Howard de Walden , the Hon . H. W. Fitzwilliam , the Right Hon . Sir Ernest Cassel , Sir Richard Graham , Bt . , Sir Richard Waldie - Griffith , Bt . , Sir Charles Mathews , Bt . , Monsieur A. du Bos , Mr. C. S. Newton , and Mr. R. A. Oswald .","1920-06-3",1920,"head_nation","Right Hon . Sir Ernest Cassel","Right Hon . Sir Ernest Cassel"
153284,"The Lord Hardinge of Penshurst and the Hon . Diamond Hardinge subsequently had the honour of being invited to Luncheon with The King and Queen .","1920-11-10",1920,"leisure","Lord Hardinge of Penshurst","Lord Hardinge of Penshurst"
2186,"The Prince of Wales presided on Thursday , at Marl borough - house , at a meeting of Her Majesty's Commis sioners for the Exhibition of 1851 , held for the purpose of receiving the President and Vice - President of the Commission appointed by the Emperor of the French to co - operate in carrying out the International Exhibition of 1871. There were present at the meeting - M . Ozeme ( the President ) and M. du Sommerard ( the Vice - President ) , of the French Commission ; Earl Granville , Mr. Gladstone , Sir Charles Lyell , Sir Roderick Murchison , Sir Francis Grant , Sir Francis Sandford , Mr. T. Baring , Mr. E. Bowring , Mr. T. Fairbairn , Mr. Gibson , Dr. Lyon Playfair , Mr. Thring , Mr. Vignolles , and Lieutenant - Colonel Scott ( Secretary ) . Mr. Cole attended the meeting .","1870-05-14",1870,"head_nation","Mr. T. Fairbairn","Mr. T. Fairbairn"
150199,"The following are in attendance upon The King and Queen : -- The Dowager Countess of Bradford and the Lady Eva Ďugdale ( Ladies in Waiting ) , the Hon . Mabel Gye ( Maid of Honour ) , the Earl of Onslow ( Lord in Waiting ) , the Right Hon . Sir Frederick Ponsonby ( Keeper of the Privy Purse ) , Lieut . - Colonel the Lord Stamfordham ( Private Secretary ) , Sir Edward Wallington ( Groom in Waiting ) , Lieut . - Colonel Arthur Erskine and the Hon . Alexander Hardinge ( Equerries in Waiting ) , and the Deputy Master of the Household .","1920-04-3",1920,"in_waiting","King ","King"
1439,"stein Sonderburg Augustenburg , her Royal Highness the Duchess of Casabridge , their Royal Highnessea the Grand Duke and Grand Duchess of Mecklenburg - Strelitz , bis Royal Highness the Duke of Cambridge , her Imperal High ness the Archduchess Thérèse and his Royal Highness the Date Philip of Würtemberg , bis Serene Highness the Prince and her Royal Highness the Princess of Teck , his Sercue Highness the Prince and her Grand Ducal Highnes : the Princess of Leiningen , his Serene Higaness Prizo Edward of Saxe - Weiner and the Countess of Dorn burg , his Serene Highness Prizes Waldemar of Schleswig . Holstein - Sonderburg - Augustenburg , his Highness Prince Hassan , the Count and Countess Gleichen , his Excellency the Turkish Ambassador ( Musurus Pasks ) and the alles . Musurus , bis Excellency the Austro - Hungarian Antussacor ( Count Apponyi ) and the Countess Apponyi , his Excellency the Russian Ainhassador ( Baron de Brunnow ) and the Baroness de Brunnow , his Excellency the Prussian and North - German Ambassador ( Count de Bernstort ; and the Countess de Berostorff and the Countess Thérèse de Bern storff , his Excellency the French Ambassador ( the Mar quis de Lavalette , bis Excellency the Danish Minis ter ( General de Balow ) and Madane de Bulow , his Excellency the Greek Minister ( J. Brakas - Armeni ) and Madame and the Milles . Brailas - Armeni , his Excellency the United States Minister ( Mr. J. L Motiey ) and Mrs. and the Misses Motley , Princess Czernichet and the Prin cesses léon and Marie Czernichef , Prince and Princess Soltykoff , Prince Poniatowsky , Prince de Leon , Prince Louis de Liechtenstein , the Duchess of San Arpino and Miss de Burgh , the Duke of Vallambrosa , the lake and Duchess Caracciolo , the Marquis d'Azeglio , the Marquis du Lau , the Marquis de Castelbajac , the Marquis de Caumont la Force , the Count and Countess de Becheret , the Count and Countess Welles de Lavalette , Count Walewski , Corat Pahlen , Count Batthyany , Count H. de Lambertye , Court E. de Lambertye , Count de St. Priest , Coupt Halley - Claparède , Vicomte Bencedetti , Vicomte Greffulhe , his Excellency Baron de Cetto and Baroness","1870-06-27",1870,"travel","Baroness","Baroness"
1103,"Royal Highness Duke Philip and her Imperial Highness the Archduchess Therèse of Würtemberg , his Serene Highness Princo Edward of Saxe - Weimar and the Countess Dornberg , his Serene Highness Prince Philip of Coburg , his Highness the Nawab Nazim of Bengal and the Princes Ali Kudr - Hassan - Bahadoor and Soliman - Kudr - Wahid - Ali Babadoor , his Highness the Rajah of Kolapore , his Excel lency the Swedlish Minister ( Baron Hochschild ) and Barpuess Hochschild , his Excellency the Baravian Minister ( Count de Hoppesch ) , his Excellency the Brazilian Minister . ( Chevalier de Almeida Areas ) , his Excellency the Saxon Minister ( Baron Fabrice ) , his Excellency the Netherlands Minister ( Barop do Gevers ) , and Baro ness de Gevers , his Excellency the Belgian Minis ter ( Baron de Beaulieu ) and Baroness de Beaulieu , his Excellency the Italian Minister ( Chevalier Cadorna ) , his Excellency the Spanish Minister ( DL . Rancès y Villa nueva ) , his Excellency the Portuguese Minister ( Viscount de Seisal ) and Mile : Correa de Scisal , his Excellency the Honduras Minister ( 31. Gutierrez ) and Madame Gutierrez , his Excellency the Argentine Minister ( ML . Balcarce ) and Madame Balcarce , his Excelleppy the Salvador Minister ( Gene ral Negrete ) , his Excellency the Persian Minister ( General ) Hadji Moskin Khan ) , his Excellency the Peruvian Chargé d'Affaires ( Lieutenant - Colonel Almopte ) , M. and Madame de Fosselaert , M. and Madame Gosch , M. Spiridion Marcoran , Count Maffei , M. A. de Karuebeck , M. F. and Madame de Figanièro and Mdlie . de Figanière , Don E. Diaz del Moral , Count Steenbock , Mr. B. Moran , M. and Madame J. Pa reira de Andrada , General Mahomel Aga , Count A. d'Oultremont , Baron and Baroness de Guldencrone , Baron Marochetti , Princess Czernichet , Princess Marie Czerni cheff , Princess Leon Czegnichoff , Prince Gianetto Doria Pamphily , Marquis and Marquise de Caux , M. and Madame de Treschow , Mr. and Mrs. Sauford , Madame de Girar din , M. and Madame Gudia and Mdlle . Gudin , M. and Ma damo d'Epinay , CoyotNesselrode , Count de Beaufort , Count de St.Priest , Count G. de Lambertye , Count H.de Lambertye , Count Kielmansegge , Viscount Greffulhe , Baron Von Donop Wobbel , Baron de Charette , M. de Archbishop of York and Mrs. Thomson , the Dublin and the Hon . Mrs. Trench , the Duke and Duchess of Sutherland . the Duko and Duchess of Grafton , the Duko and Duchess of Athole , the Duke and Duchess of Beaufort , the Duke and Duchess of Manchester , the Duchess of Northumberland , the Duke and Duchess of Cloveland and Lady Mary Primrose , the Duchess of Inver nesa , the Dowager Duchess of Beaufort , the Duke of Devonshire , the Duke of Rutland , the Duke of Leinster , the Duke and Duchess of Abercorn and Lady Georgiana Hamilton , the Duke and Duchess of Montrose , the Duke and Duchess of Buckingham , the Duke and Duchess of Somerset , the Duke of Leeds , the Marquis and Marchioness of Ailesbury , the Marquis and Marchioness of Hamil ton , the Marquis and Marchioness of Blandford , the Marquis and Marchioness of Queensberry , the Mar quis and Marchioness of Drogheda , the Marquis and Marchioness of Exeter , the Marquis and Marchioness Camden , the Marquis and Marchioness of Clanricarde , the Marquis and Marchioness of Bristol , the Marquis and Mar chioness of Kildare , the Marchioness of Ormonde and Lady Mary Butler , the Marchioness ( slaria ) of Ailesbury , the Dowager Marchioness of Downshire , the Marquis of Down shire , the Marquis of Sligo , tho Marquis of Hartington , the Marquis of Winchester , the Earl and Countess of Bess borough , Earl and Countess Granville , Earl and Countess Spencer , Earl and Countess of Malmesbury , Earl and Countess of Carnarvon , Earl and Countess of Shaftesbury and the Ladies Ashley , Earl and Countess of Scarborough and Lady Lilian Lumley , Earl and Countess of Errol , Countess of Kinuoull and Lady Constance Hay , Earl and Countess Stanhope , Earl and Countess of Hardwicke , Earl and Countess of Portarlington , Earl and Countess of Home and the Ladies Home , Earl and Countess of Carysfort , Earl and Countess of Rosslyn , I Earl and Countess Grey and Miss Grey ; Earl of Gozford , Earl and Countess of Harewood , and Lady C. Lascelles , Earl and Countess of Verulam and the Ladies Grimston , Earl and Countess Beauchamp , Earl and Countess Vane and Lady . Frances Vane , Earl and Countess of Durham , Earl and Countess of Mount Charles , Earl and Countess of Yarborough , Earl and Countess of Ellesmere , Earl and Countess of Dartrey and Lady Mary Dawsou , Earl and Countess of Feversham , Earl and Countess of March , Earl and Countess of Dalkeith , Earl and Countess Percy , Earl and Countess of Sheffield , Earl and Countess of Clanearty , Earl and Countess of Caithness , Earl and Countess of Long Earl of Camperdown , Earl of Morley , Earl of Devon , Earl of Abingdon and Ladies Bertie , Earl Somers and Lady Isabella Somers Cocks , Earl of Bectivo aud Ladies Taylour , Earl Cadogan and Lady Mary , Earl of Powis and Lady Harriet Herbert , Earl of Chesterfield , Earl of Jersey , Earl of Ilehester , Earl Annesley , Earl of Desaat , Earl of Clonmell , Earl of Wick low , Earl of Lucan , Earl of Zetland , Earl Bathurst , Earl of Roden , Viscount and Viscountess Sydney , Viscount and Viscountess De Vesci and Hon . Misses Vesey , Viscountand Viscountess Halifax and Hon . Misses Wood , Viscount and Viscountess Bury , Viscount and Viscountess Grey de Wil 1 too , Viscount and Viscountess Holmesdale ,, Viscount and Viscountess Pollington , Viscount Hawarden and Hon . Misses Maude , Viscount Crichton , Viscount Dapplin , Vis count Macduff , Viscount Hardinge , the Bishop of Limerick and Mrs. Graves , the Bishop of London and Mrs. Jackson , the Bishop of Peterborough , the Bishop of St. David's , the Bishop of Worcester and Bishop of Glocester and Mrs. Lady Chelmsford , Lord and Lady","1870-07-08-005_col_1",1870,"travel","Duchess of Grafton","Duchess of Grafton"
150688,"Sir James Brunyate ( Member of the Council of the Secretary of State for India ) , Sir Thomas Robinson ( upon relinquishing his appointment as Agent - General for Queensland ) and Sir Solomon Bandaranaike ( Maha Mudaliyar of Ceylon ) had the honour of being received by The King .","1920-02-13",1920,"constitutional","Sir James Brunyate ( Member of the Council of the Secretary of State for India )","Sir James Brunyate ( Member of the Council of the Secretary of State for India )"
151883,"The deputation , consisting of General The Right Hon . Sir John Maxwell ( Colonel of the Black Watch Royal Highlanders ) , the Officer Commanding , the . Adjutant , the Sergeant Major and the Pipe - Major of the 2nd Battalion , was presented to His Majesty by Colonel the Duke of Atholl .","1920-07-8",1920,"head_nation","Pipe","Pipe"
150417,"of Liverpool , the Viscount Farquhar ( Lord Steward ) , the Viscount Milner ( Secretary of State for the Colonies ) , the Viscount Novar , Sir George Fiddes ( Permanent Under - Secretary of State for the Colonies ) and Lady Fiddes , Sir Timothy Coghlan ( Agent - General for New South Wales ) and Lady Coghlan , the Hon . Sir Peter McBride ( Agent - General for Victoria ) and Lady McBride , the Hon . Sir James Connolly ( Agent - General for Western Australia ) and Lady Connolly , the Hon . J. McEwan Hunter ( Agent - General for Queensland ) and Mrs. Hunter , the Hon . Edward Lucas ( Agent - General for South Australia ) , Mr. A. H. Ashbolt ( Agent - General for Tasmania ) and Mrs. Ashbolt , Lieut . - Colonel Leopold Amery , M.P. ( Parliamentary Under - Secretary of State for the Colonies ) and Mrs. Amery , Captain Tahu Rhodes ( Grenadier Guards ) and the Hon . Mrs. Rhodes and Mademoiselle Dussau ; and the Countess Fortescue and the Lady Bertha Dawkins ( Ladies in Waiting ) , Miss Dorothy Yorke ( Lady in Waiting to the Princess Mary ) , Major - General the Lord Ranksborough ( Lord in Waiting ) , the Right Hon . Sir Frederick Ponsonby ( Treasurer to The King and Keeper of the Privy Purse ) , Lieut . - Colonel the Lord Stamfordham ( Private Secretary ) , the Master of the Household , Vice - Admiral Henry Campbell ( Groom in Walting ) , Major Reginald Seymour and Captain the Hon . Alexander Hardinge ( Equerries in Waiting ) , the Deputy Master of the Household , Sir Edward Wallington and Mr. Harry Verney ( Treasurer and Private Secretary to The Queen ) , Rear - Admiral Sir Lionel Halsey and Captain the Hon . Piers . Legh ( Comptroller and Equerry in Waiting to the Prince of Wales ) and Wing - Com mander Louis Greig ( Comptroller to the Duke of York ) .","1920-12-14",1920,"travel","Viscount Novar","Viscount Novar"
151142,"The Hon . Douglas and the Lady Constance Cairns , Sir Robert and Lady Lorimer , the Very Revd . Sir George and Lady Adam Smith , Colonel A. B. E. Cator ( commanding Scots Guards ) , Major Sir Victor Mackenzie , Bt . , Major E. C. T. Warner , Major H. O. E. Ross , and Captain the Lord Carnegie ( Scots Guards ) had the honour of dining with The King and Queen this evening .","1920-07-10",1920,"head_nation","Very Revd . Sir George","Very Revd . Sir George"
1481,"WINDSOR CASTLE , MARCH 4 . The Queen , accompanied by the Dowager Duchess of Athole and Viscountess Sydney , drove out yesterday after","1870-03-05",1870,"leisure","Dowager Duchess of Athole","Dowager Duchess of Athole"
606,"Colonel aud the Hon . Mrs. Ponsonby had the honour of dining with the Queen and Royal Family yesterday .","1870-12-26",1870,"leisure","Colonel","Colonel"
1025,"Their Royal Highnesses the Prince and Princess de Join ville and the Duke of Peathièvre , and Prince Philip of Saxe Coburg , arrived at the Castle yesterday and dined with the Queen .","1870-07-05-012_col_1",1870,"leisure","Duke of Peathièvre","Duke of Peathièvre"
1970,"Prince and Princess Christian gave a dancing party at Frogmore on Monday evening , at which her Royal Highness Princess Louise , attended by Lady Caroline Barrington , was present . The string band of the Royal Horse Guards ( Blue ) , under the direction of Mr. Charles Godfrey , played during the evening .","1870-03-23",1870,"leisure","her Royal Highness Princess Louise","her Royal Highness Princess Louise"
151468,"Mr. James MACKENZIE , Mr. Norman STIFFE , and Mr. Hugh which Sir John restored and enlarged 24 years ago . Shirley have left London for Staunton Harold , Liverpool School of Tropical Medicine : Dinner , Exchange Station Earl and Countess Ferrers and Lady Joan Incorporated Sta - Singing College : Annual meeting Royal clergymen the Mac michael , B.D. , the present minister of the charge , Ashby de la Zouch . FLETCHER , R.N. , Paymaster Lieutenant Jolin OGLE , EN and the Rev. J. R. Burt , his immediate predecessor , Warrant - Engineer Miss Maud CHASE , now late Queen Mary's Army Auxiliary Corps , Miss Carmen DAVOREN The mourners were the new baronet , Colonel Sir Women's Legion , Captain Trevor BENSON , Royal Army Service John Gilmour , D.S.O. , M.P. , Lady Gilmour ( the Corps , Captain Ernest HARLEY , Royal Army Ordnance Corps . widow ) , Mrs. Younger and Mrs. R. Purvis ( daughters ) , taken up her residence at Nidd Hall , Harrogate . Robina Viscountess Mountgarret has again Captain Frederick JANSON , Royal Army Ordnance Corps , Captain and Major H. Gilmour ( son ) . There was a large Frederick JOHNS , Royal Army Ordnance Corps , Captain Henry congregation . The hymns sung were "" Abide with KAVANAGH . Royal Irish Fusiliers , Captain Charles I Lord and Lady Pirrie left London last evening . BOTHAM , General List , Captain Munton BAKER - MUNG me "" and "" For all the saints , "" and the organist Lady Rossmore has left London for Rossmore rest in Park , Monaghan .","1920-07-24",1920,"head_nation","Mrs. Younger","Mrs. Younger"
150109,"Lieut . - Colonel G. C. B. Paynter ( Command ing 2nd Batt . Scots Guards ) and Captain the Viscount Carlton ( 2nd Life Guards ) had the honour of dining with The King and Queen this evening .","1920-04-21",1920,"leisure","King ","King"
151225,"Jones . Mr. Tomley , and Mr. of the Council of Boscawen Rossett , Mrs. Buckley , Miss J. Davies Cooke , Mrs. Birkett Evans , Miss M. Hughes , Mrs. Lloyd , Miss Parry , Mrs. N. M. Richard , Mrs. Rigby , Mrs. E. A. Roberts , Mrs. V. Springman , Mrs. Tate , Mrs. Tomkinson , Mrs. Rowley Williams , Mr. Griffith Jones , Dr. J. O. Jones , Dr. Medwyn Hughes , Mr. W. J. Lecomber , Mr. Morgan Owen , Mr. R. H. Roberts , and Mr. James Tomkinson ( members of the House Committee of the North Welsh Sanatorium ) , Mr. Edgar Collis ( Talbot Professor of Preventive Medicine in the Welsh National Medical School ) , Mr. John R. Lloyd ( manager of the Sanatorium farm ) , Canon Redfern , the Rev. Evan Jones , Mr. H. O. Hughes , Dr. Robert Parry , Mr. Hugh Lewis , and Colonel Sir Watkin Williams - Wynn .","1920-07-17",1920,"head_nation","Mr. John R. Lloyd ( manager of the Sanatorium farm )","Mr. John R. Lloyd ( manager of the Sanatorium farm )"
769,"WINDSOR - CASTLE , FEB , 18 . - The Queen , accompanied by their Royal Highnesses Prin cess Louiso Princess Beatrice , and Prince Leopold , left Osborne to - day at a quarter - past 2 and arrived at Windsor Castle at a quarter before 6 .","1870-02-19",1870,"travel","their Royal Highnesses Prin cess Louiso Princess Beatrice","their Royal Highnesses Prin cess Louiso Princess Beatrice"
2436,"The Earl and Countess Granville , Lady Churchill , and the Marquis of Lorne also arrived at the Castle .","1870-11-28",1870,"travel","Countess Granville","Countess Granville"
152682,"The Right Hon . Edward Shortt , M.P. , had an audience of His Majesty previous to the Council , and the Right Hon . Sir Robert Horne , M.P. , had an audience of The King after the Council .","1920-03-26",1920,"constitutional","Right Hon . Sir Robert Horne , M.P.","Right Hon . Sir Robert Horne , M.P."
151189,"The Mayoress , the wives of the Town Clerk and Deputy Mayor , and the aldermen and their wives having been presented to their Majesties , the King and Queen honoured Mr. John Leigh Goldie Taubman and Lady Taubman with a visit at the Nunnery .","1920-07-16",1920,"head_nation","Lady Taubman","Lady Taubman"
153347,"MARLBOROUGH HOUSE , Nov. 12 . General the Right Hon . Sir Dighton Probyn ( Comptroller to Queen Alexandra ) represented Her Majesty at the Memorial Service for Colonel Sir James Gildea , Chairman of the Soldiers ' and Sailors ' Families Association , which took place at St. Jude's Church , Courtfield Gardens , S.W. , to - day .","1920-11-13",1920,"head_nation","General the Right Hon . Sir Dighton Probyn ( Comptroller to Queen Alexandra )","General the Right Hon . Sir Dighton Probyn ( Comptroller to Queen Alexandra )"
151385,"The modern garden clématis is a tribute to That the skill of the florist , for by manipulating the China , the Japanese patens and the European wild types , C. florida and lanuginosa from viticella , he has produced innumerable varieties Viscountess Ridley , pearl and diamond necklace , of remarkable beauty . The various strains have The following were severally introduced into of the Blagdon estate , silver tea kettle , caddy , and character and office . They may know part of been inter - crossed to such a degree that it is im house linen , and Bokhara carpet ; from the tenants the presence of His Majesty , when The King fruit basket ; from the Blagdon and London house- its life and mission , and finding in that part so hybrids , but with the possible exception of invested them with the Insignia of the re- hold staffs , a silver inkstand ; Viscount Ridley , inspiriting a reality of race and fellowship , they d . Durandi , few of them are more lovely than so possible to trace the parentage of most of the spective Divisions of the Orders into which diamond head bandeau and ring : the Hon . Wim- do not stay to ask whether there is not a larger the group originated by Jackman and namea Lionel Lady and trahe bride's grandmother ) , silver tea service and nobler view of the Church than that which after him . The flowers of this group are re Edward Lady Ridley , old falls own experience . in size and in the velvety Viscount and Viscountess Wimborne , dressing case ; Christianity suffers from a defective conception sheen of the petal colour . Clematis hybrids Mrs. Gordon - Ives , a diamond necklace : the Hon of the Church and our relation to order and continue in bloom over a lengthy period , and Villiers , plate ; the Earl and Countess of Ilchester , umbrella ; the Earl and Countess laws . of Scarbrough , two silver salversion Rodney , will be in flower from midsummer to Michael when the sun is in a generous mood one or other","1920-07-24",1920,"head_nation","Viscount Ridley","Viscount Ridley"
1509,"Lord Napier of Magdala arrived at the Castle yesterday , and had the honour of dining with the Queen and the loyal Family . Lord Napier left for London this morning . BUCKINGHAM PALACE .","1870-03-09",1870,"leisure","Lord Napier of Magdala","Lord Napier of Magdala"
2111,"The Princess of Wales drove out , accompanied by the Marchioness of Hamilton .","1870-05-09",1870,"leisure","Marchioness of Hamilton","Marchioness of Hamilton"
1036,"neux , Captain Hon . N. Grosvenor , Captain Hon . R. Villiers , Captain Hon . F. Wellesley , Captain Hon . R. Tal bot , Captain Hon . W. Harbord , Captain Hon . H. Need ham , Captain Hon . W. Carington , Captain_Hon . J. Vesey , Captain Hon . A. Hood , Commander Hon . E. Dawson , Hon . C. and Lady Agnes Wood , Hon . F. and LadyAdelaide Cado gan and Miss Cadegan , Hon . Spencer and Mrs. Ponsonby , Hon . F. and Mrs. Stonor , Hlon . E. and Mrs. Coke , Hon . G. and Mrs. Vaughan and Miss Vaughan , Hon . Lady Phipps and Hon . Harriot Phipps , Hon . Mrs. W. Grey , Hon . Mrs. R. Bruce , Hon . Mrs. J. Afacdonald , Hon . F. Howard , Hon . O. Montagu , Hon . T. de Grey , Hon . W. T. Fitzwilliam , Hon . H. Bourke , Hon . C. Ellis , Hon . F. Bertie , Hon . R. Gre - i ville - Nugent , Hon . A. T. Fitzmaurice , Hon . R. H. Meade , Hon . W. C. Fitzwilliam , Hon . R. Hare , Baron and Baroness Meyer de Rothschild and Miss de Rothschild , Baron F. and Miss Alice de Rothschild , Sir Anthony_and Lady de Rothschild and Miss de Rothschild , Sir T. and Lady Louisa Monoreiffo and Miss Monereiffe , Vice - Admiral Sir Hastings Yelverton and Hon . Barbara Yelverton , General Sir.W. and Lady Knollys and the Misses Knollys , Sir E. and Hov . Lady Filmer , Lieutenant - Colonel Sir C. Russell , Sir W. Pelly , Sir S. Hayes , Sir F. Johnstone , Sir C. Legard , Sir T. Des Voux , Lady àlolesworth , Colonel and Mrs. D. Baillie , Colonel and Lady Agnes Murray , Colonel and Lady E. Kingscote , Coiorel C. Leslie , Colonel Napier Sturt , Lieutenant - Colonel and Mrs. Owen Williams , Lieu tenant - Colonel Bateson , Lieutenant - Colonel Keppel , Lieu tenant - Colonel Teesdale , Lieutenant - Colonel Kuox , Lieu tenant - Colonel Farquharsen ( of Invercauld ) , Lieutenant Colonel Reilly , Lieutenant - Colonel Fraser of Castle Fraser , i Lieutenant - Colouel H. Tower , Lieutenant - Colonel E.Wynne , Major and Mrs. Grey , Major and Mrs. Arbuthoot , Major Alison , Captain and Lady Evelyn Coventry , Captain and s Hoo . Mrs. Blundell , Captain and Hon . Mrs. H. Seymour , Captain and Mrs. J. R. Lane Fox , Captain and Mrs Keith Fraser , Captain T. W. Bulkeley , Captain E. Chaplin , Cap tain A. Heneage , Captain Stewart , Captain G. Johnstone , Captain D. Crichtou , Captain E. Wood , Captain L. Sey moir , Captain Brabazon , Captain Van de Weyer , Captain W. G. Stirling , Captain E. Wellesley , Captain F. Soy mour , Mr. G. and Lady Charlotte Russell , Mr. G. and Lady Augusta Start , Mr. W. E. and Lady Emily Dyke , and Lady Emily Van de Weyer , Mr. and Mrs. B. Osberae and Miss Osborne , Mr. and Mrs. N. de Roths child and Miss de Rothschild , Mr. and Mrs. Villebois and Miss Bagge , Mr. and Mrs. H. Hervey , Mr. and Mrs. A. D. and Mrs. F. Wombwell , Mr. and Mrs. C. Gar","1870-07-05-012_col_1",1870,"in_waiting","Captain G. Johnstone","Captain G. Johnstone"
805,"Earl de Grey and Ripon , the Right Hon . W. E. Glad stone , Viscount Sydney , and the Right Bou . H. C. E. Chil ders , had audiences of the Queen .","1870-02-23",1870,"constitutional","Right Bou . H. C. E. Chil ders","Right Bou . H. C. E. Chil ders"
